playerID,awardID,yearID,lgID,tie,notes
gibsoki01,This Year in Baseball Manager of the Year,2011,ML,,MLB.com GIBBY
gibsoki01,TSN Manager of the Year,2011,NL,,
girarjo01,BBWAA Manager of the Year,2006,NL,,
girarjo01,TSN Manager of the Year,2006,NL,,
gonzafr99,TSN Manager of the Year,2008,NL,,
guilloz01,BBWAA Manager of the Year,2005,AL,,
guilloz01,This Year in Baseball Manager of the Year,2005,ML,,MLB.com GIBBY
guilloz01,TSN Manager of the Year,2005,AL,,
hargrmi01,TSN Manager of the Year,1995,AL,,
harribu01,TSN Manager of the Year,1947,ML,,
herzowh01,BBWAA Manager of the Year,1985,NL,,
herzowh01,TSN Manager of the Year,1982,ML,,
hodgegi01,TSN Manager of the Year,1969,ML,,
houkra01,TSN Manager of the Year,1961,ML,,
hurdlcl01,BBWAA Manager of the Year,2013,NL,,
hurdlcl01,TSN Manager of the Year,2013,NL,,
hutchfr01,TSN Manager of the Year,1957,ML,,
hydebr99,BBWAA Manager of the Year,2023,AL,,
hydebr99,TSN Manager of the Year,2022,AL,,
hydebr99,TSN Manager of the Year,2023,AL,,
johnsda01,TSN Manager of the Year,1975,ML,,
johnsda02,BBWAA Manager of the Year,1997,AL,,
johnsda02,BBWAA Manager of the Year,2012,NL,,
johnsda02,TSN Manager of the Year,1997,AL,,
johnsda02,TSN Manager of the Year,2012,NL,,
kaplega01,BBWAA Manager of the Year,2021,NL,,
kaplega01,TSN Manager of the Year,2021,NL,,
keanejo99,TSN Manager of the Year,1964,ML,,
kellyto01,BBWAA Manager of the Year,1991,AL,,
kellyto01,TSN Manager of the Year,1991,AL,,
lamonge01,BBWAA Manager of the Year,1993,AL,,
lanieha01,BBWAA Manager of the Year,1986,NL,,
lanieha01,TSN Manager of the Year,1986,NL,,
larusto01,BBWAA Manager of the Year,1983,AL,,
larusto01,BBWAA Manager of the Year,1988,AL,,
larusto01,BBWAA Manager of the Year,1992,AL,,
larusto01,BBWAA Manager of the Year,2002,NL,,
larusto01,TSN Manager of the Year,1983,ML,,
larusto01,TSN Manager of the Year,1988,AL,,
larusto01,TSN Manager of the Year,1992,AL,,
lasorto01,BBWAA Manager of the Year,1983,NL,,
lasorto01,BBWAA Manager of the Year,1988,NL,,
leylaji99,BBWAA Manager of the Year,1990,NL,,
leylaji99,BBWAA Manager of the Year,1992,NL,,
leylaji99,BBWAA Manager of the Year,2006,AL,,
leylaji99,This Year in Baseball Manager of the Year,2006,ML,,MLB.com GIBBY
leylaji99,TSN Manager of the Year,1988,NL,,
leylaji99,TSN Manager of the Year,1990,NL,,
leylaji99,TSN Manager of the Year,1992,NL,,
leylaji99,TSN Manager of the Year,2006,AL,,
lovulto01,BBWAA Manager of the Year,2017,NL,,
maddojo99,BBWAA Manager of the Year,2008,AL,,
maddojo99,BBWAA Manager of the Year,2011,AL,,
maddojo99,BBWAA Manager of the Year,2015,NL,,
maddojo99,TSN Manager of the Year,2008,AL,,
maddojo99,TSN Manager of the Year,2011,AL,,
manuech01,This Year in Baseball Manager of the Year,2008,ML,,MLB.com GIBBY
manueje01,BBWAA Manager of the Year,2000,AL,,
manueje01,TSN Manager of the Year,2000,AL,,
martibi02,TSN Manager of the Year,1981,ML,,
mattido01,BBWAA Manager of the Year,2020,NL,,
mattido01,TSN Manager of the Year,2020,NL,,
mauchge01,TSN Manager of the Year,1973,ML,,
mccarjo99,TSN Manager of the Year,1936,ML,,
mccarjo99,TSN Manager of the Year,1938,ML,,
mccarjo99,TSN Manager of the Year,1943,ML,,
mckecbi01,TSN Manager of the Year,1937,ML,,
mckecbi01,TSN Manager of the Year,1940,ML,,
mckeoja99,BBWAA Manager of the Year,1999,NL,,
mckeoja99,BBWAA Manager of the Year,2003,NL,,
mcnamjo99,BBWAA Manager of the Year,1986,AL,,
mcnamjo99,TSN Manager of the Year,1986,AL,,
melesa01,TSN Manager of the Year,1965,ML,,
melvibo01,BBWAA Manager of the Year,2007,NL,,
melvibo01,BBWAA Manager of the Year,2012,AL,,
melvibo01,BBWAA Manager of the Year,2018,AL,,
melvibo01,TSN Manager of the Year,2007,NL,,
melvibo01,TSN Manager of the Year,2018,AL,,
meyerbi01,TSN Manager of the Year,1948,ML,,
molitpa01,BBWAA Manager of the Year,2017,AL,,
molitpa01,TSN Manager of the Year,2015,AL,,
murphpa99,BBWAA Manager of the Year,2024,NL,,
murphpa99,BBWAA Manager of the Year,2025,NL,,
murphpa99,TSN Manager of the Year,2024,NL,,
murphpa99,TSN Manager of the Year,2025,NL,,
murtada01,TSN Manager of the Year,1960,ML,,
murtada01,TSN Manager of the Year,1970,ML,,
oatesjo01,BBWAA Manager of the Year,1996,AL,Y,
oatesjo01,TSN Manager of the Year,1993,AL,,
oatesjo01,TSN Manager of the Year,1996,AL,,
ozarkda99,TSN Manager of the Year,1976,ML,,
penato01,BBWAA Manager of the Year,2003,AL,,
penato01,TSN Manager of the Year,2003,AL,,
pinielo01,BBWAA Manager of the Year,1995,AL,,
pinielo01,BBWAA Manager of the Year,2001,AL,,
pinielo01,BBWAA Manager of the Year,2008,NL,,
pinielo01,TSN Manager of the Year,2001,AL,,
rignebi01,TSN Manager of the Year,1962,ML,,
roberda07,BBWAA Manager of the Year,2016,NL,,
roberda07,TSN Manager of the Year,2016,NL,,
robinfr02,BBWAA Manager of the Year,1989,AL,,
robinfr02,TSN Manager of the Year,1989,AL,,
rodgebu01,BBWAA Manager of the Year,1987,NL,,
rodgebu01,TSN Manager of the Year,1987,NL,,
rolfere01,TSN Manager of the Year,1950,ML,,
schumsk01,BBWAA Manager of the Year,2023,NL,,
sciosmi01,BBWAA Manager of the Year,2002,AL,,
sciosmi01,BBWAA Manager of the Year,2009,AL,,
sciosmi01,TSN Manager of the Year,2002,AL,,
sciosmi01,TSN Manager of the Year,2009,AL,,
sciosmi01,TSN Manager of the Year,2014,AL,,
sewellu01,TSN Manager of the Year,1944,ML,,
shildmi99,BBWAA Manager of the Year,2019,NL,,
showabu99,BBWAA Manager of the Year,1994,AL,,
showabu99,BBWAA Manager of the Year,2004,AL,,
showabu99,BBWAA Manager of the Year,2014,AL,,
showabu99,BBWAA Manager of the Year,2022,NL,,
showabu99,This Year in Baseball Manager of the Year,2012,ML,,MLB.com GIBBY
showabu99,TSN Manager of the Year,1994,AL,,
showabu99,TSN Manager of the Year,2004,AL,Y,
showabu99,TSN Manager of the Year,2012,AL,,
showabu99,TSN Manager of the Year,2022,NL,,
smithma01,TSN Manager of the Year,1968,ML,,
snitkbr99,BBWAA Manager of the Year,2018,NL,,
snitkbr99,TSN Manager of the Year,2018,NL,Y,
snitkbr99,TSN Manager of the Year,2019,NL,,
snitkbr99,TSN Manager of the Year,2023,NL,Y,
southbi01,TSN Manager of the Year,1941,ML,,
southbi01,TSN Manager of the Year,1942,ML,,
stanked01,TSN Manager of the Year,1952,ML,,
stengca01,TSN Manager of the Year,1949,ML,,
stengca01,TSN Manager of the Year,1953,ML,,
stengca01,TSN Manager of the Year,1958,ML,,
tannech01,TSN Manager of the Year,1972,ML,,
tebbebi01,TSN Manager of the Year,1956,ML,,
torboje01,BBWAA Manager of the Year,1990,AL,,
torboje01,TSN Manager of the Year,1990,AL,,
torrejo01,BBWAA Manager of the Year,1996,AL,Y,
torrejo01,BBWAA Manager of the Year,1998,AL,,
torrejo01,This Year in Baseball Manager of the Year,2007,ML,,MLB.com GIBBY
torrejo01,TSN Manager of the Year,1998,AL,,
tracyji01,BBWAA Manager of the Year,2009,NL,,
tracyji01,This Year in Baseball Manager of the Year,2009,ML,,MLB.com GIBBY
tracyji01,TSN Manager of the Year,2009,NL,,
virdobi01,TSN Manager of the Year,1974,ML,,
virdobi01,TSN Manager of the Year,1980,ML,,
vogtst01,BBWAA Manager of the Year,2024,AL,,
vogtst01,BBWAA Manager of the Year,2025,AL,,
vogtst01,TSN Manager of the Year,2024,AL,,
weaveea99,TSN Manager of the Year,1977,ML,,
weaveea99,TSN Manager of the Year,1979,ML,,
wedgeer01,BBWAA Manager of the Year,2007,AL,,
wedgeer01,TSN Manager of the Year,2007,AL,,
willidi02,TSN Manager of the Year,1967,ML,,
williji03,BBWAA Manager of the Year,1999,AL,,
williji03,TSN Manager of the Year,1999,AL,,
willima04,BBWAA Manager of the Year,2014,NL,,
willima04,TSN Manager of the Year,2014,NL,,
wilsoda01,TSN Manager of the Year,2025,AL,,
zimmedo01,BBWAA Manager of the Year,1989,NL,,
zimmedo01,TSN Manager of the Year,1989,NL,,
