playerID,schoolID,yearID
jelksgr01,algadsd,1982
balejo01,aljeffd,1993
balejo01,aljeffd,1994
hiattph01,aljeffd,1988
hiattph01,aljeffd,1989
patteja01,aljeffd,1992
patteja01,aljeffd,1993
salmobr01,aljeffd,1999
valenjo04,aljeffd,1998
valenjo04,aljeffd,1999
wasseeh01,aljeffd,2000
wasseeh01,aljeffd,2001
sharpjo01,allegheny,2002
sharpjo01,allegheny,2003
brucebo01,almami,1952
northji01,almami,1958
northji01,almami,1959
northji01,almami,1960
sewelri01,almario,1927
sewelri01,almario,1928
sewelri01,almario,1929
hillsa01,almiles,
peterha02,almiles1898,
knottga01,alnorth,1996
lockhhu01,alstillman,
priesed01,alsuscc,1993
priesed01,alsuscc,1994
vanegti01,alsuscc,1988
vanegti01,alsuscc,1989
gilliar01,altallad,
goodgjo01,altallad,
lewisje02,altallad,
lockhhu01,altallad,
lutzza01,alverniapa,2005
lutzza01,alverniapa,2006
lutzza01,alverniapa,2007
millewa04,alverniapa,1995
reckean01,alverniapa,2002
reckean01,alverniapa,2003
reckean01,alverniapa,2004
reckean01,alverniapa,2005
farrst01,american,1975
smithma02,american,1975
smithma02,american,1976
smithma02,american,1977
rossofr01,amerintl,1941
rossofr01,amerintl,1942
allenpe01,amherstma,1892
allenpe01,amherstma,1893
cerutjo01,amherstma,1979
cerutjo01,amherstma,1980
cerutjo01,amherstma,1981
dunleja01,amherstma,1901
dunleja01,amherstma,1902
groskho01,amherstma,1929
groskho01,amherstma,1930
henryjo02,amherstma,1907
henryjo02,amherstma,1909
henryjo02,amherstma,1910
mcclula01,amherstma,1907
mcclula01,amherstma,1908
mcclula01,amherstma,1909
mcclula01,amherstma,1910
nelsora01,amherstma,1895
nelsora01,amherstma,1896
nelsora01,amherstma,1897
partest01,amherstma,1910
partest01,amherstma,1911
partest01,amherstma,1912
partest01,amherstma,1913
storkal01,amherstma,1903
storkal01,amherstma,1904
storkal01,amherstma,1905
storkal01,amherstma,1906
thompri01,amherstma,1978
thompri01,amherstma,1979
thompri01,amherstma,1980
vernojo01,amherstma,1909
vernojo01,amherstma,1910
vernojo01,amherstma,1911
vernojo01,amherstma,1912
wheeldi01,amherstma,1917
wheeldi01,amherstma,1918
wheeldi01,amherstma,1919
wheeldi01,amherstma,1920
williac01,amherstma,1938
williac01,amherstma,1939
williac01,amherstma,1940
zinkwa01,amherstma,1918
zinkwa01,amherstma,1919
zinkwa01,amherstma,1920
zinkwa01,amherstma,1921
staniro01,andersonsc,1991
staniro01,andersonsc,1992
staniro01,andersonsc,1993
staniro01,andersonsc,1994
thomaer01,andersonsc,1967
thomaer01,andersonsc,1968
twittje01,andersonsc,1977
hodgero01,appalst,1969
hodgero01,appalst,1970
hodgero01,appalst,1971
ramsemi01,appalst,1973
ramsemi01,appalst,1974
ramsemi01,appalst,1975
triplco01,appalst,1931
triplco01,appalst,1932
triplco01,appalst,1933
assenpa01,aquinasmi,1980
assenpa01,aquinasmi,1981
assenpa01,aquinasmi,1982
assenpa01,aquinasmi,1983
gumpeda01,aquinasmi,1977
gumpeda01,aquinasmi,1978
gumpeda01,aquinasmi,1979
gumpeda01,aquinasmi,1980
gardnje02,arbaptist,
kenyoha01,arbaptist,
wileydo01,arbaptist,
blaylma01,arftsmi,1947
lomonke01,arftsmi,1991
loopeaa01,arftsmi,1997
mcknije01,arftsmi,1982
mcknije01,arftsmi,1983
anderbr03,arizona,2001
anderbr03,arizona,2002
anderbr03,arizona,2003
ariasge01,arizona,1993
baldwda01,arizona,1957
baldwda01,arizona,1958
baldwda01,arizona,1959
barbest02,arizona,1967
bargagr01,arizona,1980
barreto01,arizona,1981
barreto01,arizona,1982
batesja01,arizona,1992
blankke01,arizona,1982
blankke01,arizona,1983
blankke01,arizona,1984
brownjo05,arizona,2003
brownjo05,arizona,2004
brownjo05,arizona,2005
burnsco01,arizona,2006
burnsco01,arizona,2007
burnsco01,arizona,2008
burnsco01,arizona,2009
candaca01,arizona,1980
candaca01,arizona,1981
candaca01,arizona,1982
chambcr01,arizona,1978
crowetr01,arizona,2003
crowetr01,arizona,2004
crowetr01,arizona,2005
daughja01,arizona,1981
daughja01,arizona,1982
dicksla01,arizona,1988
dicksla01,arizona,1989
diggibe01,arizona,1999
diggibe01,arizona,2000
donalja01,arizona,2004
donalja01,arizona,2005
donalja01,arizona,2006
duncash01,arizona,1999
duncash01,arizona,2000
duncash01,arizona,2001
ericksc01,arizona,1989
francte01,arizona,1978
francte01,arizona,1979
francte01,arizona,1980
giledo01,arizona,1954
giledo01,arizona,1955
guilmpr01,arizona,2006
guilmpr01,arizona,2007
guilmpr01,arizona,2008
guilmpr01,arizona,2009
halech01,arizona,1984
halech01,arizona,1985
halech01,arizona,1986
halech01,arizona,1987
hassero01,arizona,1974
hassero01,arizona,1975
hassero01,arizona,1976
heredgi01,arizona,1986
heredgi01,arizona,1987
hintori01,arizona,1967
hintori01,arizona,1968
hintori01,arizona,1969
hinzoto01,arizona,1985
hinzoto01,arizona,1986
hoffmtr01,arizona,1988
hoffmtr01,arizona,1989
hootele01,arizona,1969
hootele01,arizona,1970
howelja02,arizona,1983
hundlni01,arizona,2003
hundlni01,arizona,2004
hundlni01,arizona,2005
kellnwa01,arizona,1949
leedo01,arizona,1954
leedo01,arizona,1955
leedo01,arizona,1956
leekge01,arizona,1958
leffecr01,arizona,1978
leffecr01,arizona,1979
leffecr01,arizona,1980
leibeha01,arizona,1929
leibeha01,arizona,1930
leibeha01,arizona,1931
leoned01,arizona,1965
leoned01,arizona,1966
leoned01,arizona,1967
loftoke01,arizona,1988
magrajo01,arizona,1983
magrajo01,arizona,1984
magrajo01,arizona,1985
mashoda01,arizona,1989
mashoda01,arizona,1990
mashoda01,arizona,1991
melanma01,arizona,2004
melanma01,arizona,2005
melanma01,arizona,2006
meloajo01,arizona,2003
meloajo01,arizona,2004
meloajo01,arizona,2005
millsbr01,arizona,1978
millsbr01,arizona,1979
millsbr02,arizona,2004
millsbr02,arizona,2005
millsbr02,arizona,2006
millsbr02,arizona,2007
moralwi01,arizona,1991
moralwi01,arizona,1992
moralwi01,arizona,1993
mosesjo01,arizona,1979
mosesjo01,arizona,1980
paulmi01,arizona,1966
pearcjo01,arizona,1999
perryry01,arizona,2006
perryry01,arizona,2007
perryry01,arizona,2008
ploditi01,arizona,1967
ploditi01,arizona,1968
porteco01,arizona,1995
porteco01,arizona,1996
porteco01,arizona,1997
porteco01,arizona,1998
rajsida01,arizona,1972
rajsida01,arizona,1973
rohdeda01,arizona,1986
schleda01,arizona,2006
schleda01,arizona,2007
schleda01,arizona,2008
schneda01,arizona,1962
scranji01,arizona,1979
shoemch01,arizona,1959
shoemch01,arizona,1960
shoemch01,arizona,1961
smithfo01,arizona,
snowjt01,arizona,1987
snowjt01,arizona,1988
snowjt01,arizona,1989
stegmda01,arizona,1973
stegmda01,arizona,1974
stegmda01,arizona,1975
stegmda01,arizona,1976
taylodw01,arizona,1979
taylodw01,arizona,1980
taylodw01,arizona,1981
theobro01,arizona,1963
thomaca01,arizona,1954
thomaca01,arizona,1955
thomaca01,arizona,1956
thompja02,arizona,1993
vosbeed01,arizona,1980
vosbeed01,arizona,1981
vosbeed01,arizona,1982
wardke01,arizona,1981
wardke01,arizona,1982
wardke01,arizona,1983
warnoha01,arizona,1933
warnoha01,arizona,1934
warnoha01,arizona,1935
worrema01,arizona,2003
zinteal01,arizona,1987
zinteal01,arizona,1988
zinteal01,arizona,1989
allenga01,arizonast,1973
allenga01,arizonast,1974
allenga01,arizonast,1975
allenga01,arizonast,1976
allenja02,arizonast,1977
allenja02,arizonast,1978
allenja02,arizonast,1979
bakerdo01,arizonast,1982
bandoch01,arizonast,1975
bandoch01,arizonast,1976
bandoch01,arizonast,1977
bandoch01,arizonast,1978
bandosa01,arizonast,1964
bandosa01,arizonast,1965
baneed01,arizonast,1971
baneed01,arizonast,1972
baneed01,arizonast,1973
bannial01,arizonast,1970
bannial01,arizonast,1971
bannial01,arizonast,1972
bannifl01,arizonast,1974
bannifl01,arizonast,1975
bannifl01,arizonast,1976
barrema02,arizonast,1979
beaslch01,arizonast,1983
beaslch01,arizonast,1984
benjami01,arizonast,1986
benjami01,arizonast,1987
bloomwi01,arizonast,1997
bloomwi01,arizonast,1998
bloomwi01,arizonast,1999
bobbra01,arizonast,1967
bondsba01,arizonast,1983
bondsba01,arizonast,1984
bondsba01,arizonast,1985
bradlry01,arizonast,1995
bradlry01,arizonast,1996
bradlry01,arizonast,1997
brookhu01,arizonast,1977
brookhu01,arizonast,1978
bucktr01,arizonast,2003
bucktr01,arizonast,2004
bucktr01,arizonast,2005
calhoko01,arizonast,2009
calhoko01,arizonast,2010
colbemi01,arizonast,1974
colbemi01,arizonast,1975
colbemi01,arizonast,1976
conrabr01,arizonast,1999
conrabr01,arizonast,2000
conrabr01,arizonast,2001
crawfji01,arizonast,1969
crawfji01,arizonast,1970
crawfji01,arizonast,1971
crawfji01,arizonast,1972
cruzja01,arizonast,1992
cruzja01,arizonast,1993
cruzja01,arizonast,1994
curtico01,arizonast,2004
curtico01,arizonast,2005
curtico01,arizonast,2006
davisal01,arizonast,1979
davisal01,arizonast,1980
davisal01,arizonast,1981
davisal01,arizonast,1982
davisik02,arizonast,2006
davisik02,arizonast,2007
davisik02,arizonast,2008
devermi01,arizonast,1984
devermi01,arizonast,1985
duffych01,arizonast,2001
duncaje01,arizonast,1999
duncaje01,arizonast,2000
dyerdu01,arizonast,1965
dyerdu01,arizonast,1966
elmorja01,arizonast,2008
esposmi01,arizonast,2000
esposmi01,arizonast,2001
esposmi01,arizonast,2002
ethiean01,arizonast,2002
ethiean01,arizonast,2003
fritzla01,arizonast,1969
gentrga01,arizonast,1967
gilbesh01,arizonast,1984
gosewtu01,arizonast,2002
gosewtu01,arizonast,2003
gosewtu01,arizonast,2004
gosewtu01,arizonast,2005
gurala01,arizonast,1967
gurala01,arizonast,1968
gurala01,arizonast,1969
helfaer01,arizonast,1990
henrydo01,arizonast,1983
henrydo01,arizonast,1984
henrydo01,arizonast,1985
higgike01,arizonast,1988
higgike01,arizonast,1989
hilldo01,arizonast,1981
hornebo01,arizonast,1976
hornebo01,arizonast,1977
hornebo01,arizonast,1978
hudgeda01,arizonast,1975
hudgeda01,arizonast,1976
hudgeda01,arizonast,1977
hudgeda01,arizonast,1978
jacksda01,arizonast,1974
jacksda01,arizonast,1975
jacksda01,arizonast,1976
jacksda01,arizonast,1977
jacksre01,arizonast,1966
kellymi02,arizonast,1989
kellymi02,arizonast,1990
kellymi02,arizonast,1991
kinslia01,arizonast,2002
kipnija01,arizonast,2008
kipnija01,arizonast,2009
lagrole01,arizonast,1968
lagrole01,arizonast,1969
landrke01,arizonast,1974
landrke01,arizonast,1975
landrke01,arizonast,1976
larisje01,arizonast,2002
larisje01,arizonast,2003
larisje01,arizonast,2004
larisje01,arizonast,2005
leakemi01,arizonast,2007
leakemi01,arizonast,2008
leakemi01,arizonast,2009
lentiji01,arizonast,1973
lentiji01,arizonast,1974
lindja01,arizonast,1966
lindja01,arizonast,1967
listapa01,arizonast,1988
littljo01,arizonast,1974
loducpa01,arizonast,1993
lovripe01,arizonast,1962
lowese01,arizonast,1992
maddoje01,arizonast,1974
maddoje01,arizonast,1975
mcdowod01,arizonast,1983
mcdowod01,arizonast,1984
mckayco01,arizonast,1993
mckayco01,arizonast,1994
mckayco01,arizonast,1995
mckayco01,arizonast,1996
medinlu01,arizonast,1984
medinlu01,arizonast,1985
millele01,arizonast,1980
millele01,arizonast,1981
minorbl01,arizonast,1987
minorbl01,arizonast,1988
molinga01,arizonast,1996
mondari01,arizonast,1965
moskapa01,arizonast,1973
nelsori01,arizonast,1979
nelsori01,arizonast,1980
nelsori01,arizonast,1981
nymanch01,arizonast,1975
nymanch01,arizonast,1976
nymanch01,arizonast,1977
ottenji01,arizonast,1972
ottenji01,arizonast,1973
patebo01,arizonast,1975
patebo01,arizonast,1976
pedrodu01,arizonast,2002
pedrodu01,arizonast,2003
pedrodu01,arizonast,2004
peterri01,arizonast,1974
peterri01,arizonast,1975
peterri01,arizonast,1976
peterri01,arizonast,1977
phelpke01,arizonast,1975
phelpke01,arizonast,1976
polonjo01,arizonast,1973
polonjo01,arizonast,1974
polonjo01,arizonast,1975
powelpa01,arizonast,1968
powelpa01,arizonast,1969
rajsiga01,arizonast,1974
rajsiga01,arizonast,1975
rajsiga01,arizonast,1976
randlle01,arizonast,1968
randlle01,arizonast,1969
randlle01,arizonast,1970
reidsc01,arizonast,1967
romanro01,arizonast,1980
rominan01,arizonast,2005
rominan01,arizonast,2006
rominan01,arizonast,2007
rominke01,arizonast,1981
rominke01,arizonast,1982
sarfade01,arizonast,2000
schmeal01,arizonast,1963
schmeal01,arizonast,1964
schmeal01,arizonast,1965
schwami01,arizonast,1987
slaugst01,arizonast,1961
slaugst01,arizonast,1962
slaugst01,arizonast,1963
sogarer01,arizonast,2005
sogarer01,arizonast,2006
sogarer01,arizonast,2007
spehrti01,arizonast,1987
spehrti01,arizonast,1988
spencjo01,arizonast,2009
steveto01,arizonast,1990
steveto01,arizonast,1991
steveto01,arizonast,1992
stockme01,arizonast,2000
stockme01,arizonast,2001
swancr01,arizonast,1969
swancr01,arizonast,1970
swancr01,arizonast,1971
swancr01,arizonast,1972
switzjo01,arizonast,1999
switzjo01,arizonast,2000
switzjo01,arizonast,2001
umbarji01,arizonast,1972
umbarji01,arizonast,1973
umbarji01,arizonast,1974
vandeed01,arizonast,1979
vandeed01,arizonast,1980
vinafe01,arizonast,1990
wakamdo01,arizonast,1982
wakamdo01,arizonast,1983
wakamdo01,arizonast,1984
wakamdo01,arizonast,1985
wallabr01,arizonast,2006
wallabr01,arizonast,2007
wallabr01,arizonast,2008
willian01,arizonast,1992
willian01,arizonast,1993
willian01,arizonast,1994
willsbu01,arizonast,1972
willsbu01,arizonast,1973
willsbu01,arizonast,1974
akerfda01,arkansas,1981
akerfda01,arkansas,1982
bentosi01,arkansas,1912
bentosi01,arkansas,1913
bentosi01,arkansas,1914
bentosi01,arkansas,1915
campbke01,arkansas,1984
campbke01,arkansas,1985
campbke01,arkansas,1986
carpebu01,arkansas,1988
carpebu01,arkansas,1989
carpebu01,arkansas,1990
carpebu01,arkansas,1991
clarkco01,arkansas,2002
cyperal01,arkansas,1911
cyperal01,arkansas,1912
ellisba01,arkansas,1914
ellisba01,arkansas,1915
erickma01,arkansas,1995
erickma01,arkansas,1996
erickma01,arkansas,1997
forsylo01,arkansas,2006
forsylo01,arkansas,2007
forsylo01,arkansas,2008
gentrcr01,arkansas,2005
gentrcr01,arkansas,2006
hannage01,arkansas,1971
hannage01,arkansas,1972
hannage01,arkansas,1973
hannage01,arkansas,1974
hiltoho01,arkansas,1984
hiltoho01,arkansas,1985
hinsker01,arkansas,1996
hinsker01,arkansas,1997
hinsker01,arkansas,1998
hughedi01,arkansas,1958
jamerle01,arkansas,1919
jamerle01,arkansas,1920
jamerle01,arkansas,1921
keuchda01,arkansas,2007
keuchda01,arkansas,2008
keuchda01,arkansas,2009
kingje01,arkansas,1984
kingje01,arkansas,1985
kingje01,arkansas,1986
kremeji01,arkansas,1985
kremeji01,arkansas,1986
kremeji01,arkansas,1987
kremeji01,arkansas,1988
lancale01,arkansas,1982
lancale01,arkansas,1983
lancale01,arkansas,1984
leecl02,arkansas,2000
leverdi01,arkansas,1915
lollati01,arkansas,1977
lollati01,arkansas,1978
mcgahme99,arkansas,1947
mcgahme99,arkansas,1948
mcreyke01,arkansas,1979
mcreyke01,arkansas,1980
mcreyke01,arkansas,1981
oquismi01,arkansas,1987
oquismi01,arkansas,1988
oquismi01,arkansas,1989
pagnoto01,arkansas,1983
parkebl01,arkansas,2004
parkebl01,arkansas,2005
parkebl01,arkansas,2006
pelloki01,arkansas,1995
pelloki01,arkansas,1996
persoro01,arkansas,1988
posesc01,arkansas,1987
posesc01,arkansas,1988
posesc01,arkansas,1989
rayjo01,arkansas,1978
rayjo01,arkansas,1979
reynoro02,arkansas,1979
reynoro02,arkansas,1980
ricepa01,arkansas,1984
ricepa01,arkansas,1985
ricepa01,arkansas,1986
sherrti01,arkansas,1986
sherrti01,arkansas,1987
smylydr01,arkansas,2009
smylydr01,arkansas,2010
stidhph01,arkansas,1989
stidhph01,arkansas,1990
stidhph01,arkansas,1991
toddje01,arkansas,2007
tompkch01,arkansas,1909
tompkch01,arkansas,1910
tompkch01,arkansas,1911
vannjo01,arkansas,1909
vannjo01,arkansas,1910
wagnema02,arkansas,1991
wagnema02,arkansas,1992
walkuji01,arkansas,1914
walkuji01,arkansas,1915
welkedu01,arkansas,2007
whillja01,arkansas,1962
whillja01,arkansas,1963
whillja01,arkansas,1964
woodro01,arkansas,1911
woodro01,arkansas,1912
woodro01,arkansas,1913
wrighda02,arkansas,1997
wrighda02,arkansas,1998
wrighda02,arkansas,1999
kouzmke01,arkansaslr,2002
richaje01,arkansaslr,1984
smithst02,arkansaslr,1999
smithst02,arkansaslr,2000
allenbu01,arkansaspb1927,
gatewau01,arkansasst,1957
gatewau01,arkansasst,1958
gatewau01,arkansasst,1959
kellsk01,arkansasst,1948
kellsk01,arkansasst,1949
whitema02,arkansasst,1987
whitema02,arkansasst,1988
whitema02,arkansasst,1989
whitema02,arkansasst,1990
kerksbi01,arkmont,1933
kerksbi01,arkmont,1934
kerksbi01,arkmont,1935
finchbi01,arktech,1913
finchbi01,arktech,1914
mcdilal01,arktech,1991
mcdilal01,arktech,1992
wardaa01,arktech,1912
bernead01,armstratl,1999
horstje01,armstratl,2006
horstje01,armstratl,2007
frencwa01,army,1921
frencwa01,army,1922
sherrti01,arnorth,1984
sherrti01,arnorth,1985
kraveke01,ashland,1970
kraveke01,ashland,1971
kraveke01,ashland,1972
kraveke01,ashland,1973
stechge01,ashland,1993
stechge01,ashland,1994
stechge01,ashland,1995
stechge01,ashland,1996
redusga01,athensst,1977
redusga01,athensst,1978
bakerja01,auburn,1971
barnesa01,auburn,1918
barnesa01,auburn,1919
barnesa01,auburn,1920
barnesa01,auburn,1921
beanco01,auburn,1997
beanco01,auburn,1998
beanco01,auburn,1999
beanco01,auburn,2000
beckwjo01,auburn,1974
beckwjo01,auburn,1975
beckwjo01,auburn,1976
beckwjo01,auburn,1977
bellhma01,auburn,1993
bellhma01,auburn,1994
bellhma01,auburn,1995
bootcch01,auburn,1998
bootcch01,auburn,1999
bootcch01,auburn,2000
carteso01,auburn,1928
carteso01,auburn,1929
carteso01,auburn,1930
chrisju01,auburn,2001
crawfev01,auburn,2006
crawfev01,auburn,2007
crawfev01,auburn,2008
donaljo02,auburn,2005
donaljo02,auburn,2006
donaljo02,auburn,2007
gibsoch02,auburn,1921
gibsoch02,auburn,1922
gibsoch02,auburn,1923
grantge02,auburn,1921
grantge02,auburn,1922
griffiv01,auburn,1916
griffiv01,auburn,1917
grossga01,auburn,1999
grossga01,auburn,2000
grossga01,auburn,2001
hancojo01,auburn,1997
hebsobr01,auburn,1995
hebsobr01,auburn,1996
hebsobr01,auburn,1997
hitchbi01,auburn,1936
hitchbi01,auburn,1937
hitchbi01,auburn,1938
hitchji01,auburn,1931
hitchji01,auburn,1932
hitchji01,auburn,1933
hudsoti01,auburn,1996
hudsoti01,auburn,1997
hulettu01,auburn,2002
hulettu01,auburn,2003
hulettu01,auburn,2004
jacksbo01,auburn,1983
jacksbo01,auburn,1985
jacksbo01,auburn,1986
jonesst02,auburn,1986
jonesst02,auburn,1987
jonesst02,auburn,1988
keedypa01,auburn,1977
keedypa01,auburn,1978
keedypa01,auburn,1979
kochal01,auburn,1958
kochal01,auburn,1959
kochal01,auburn,1960
lathabi01,auburn,1978
lathabi01,auburn,1979
lathabi01,auburn,1980
lathabi01,auburn,1981
leachte01,auburn,1973
leachte01,auburn,1974
leachte01,auburn,1975
leachte01,auburn,1976
mannier01,auburn,1909
mannier01,auburn,1910
mannier01,auburn,1911
merchan01,auburn,1969
merchan01,auburn,1970
merchan01,auburn,1971
merchan01,auburn,1972
nixonwi01,auburn,1947
nixonwi01,auburn,1948
olsongr01,auburn,1986
olsongr01,auburn,1987
olsongr01,auburn,1988
outlaji01,auburn,1933
primra01,auburn,1930
pyburji01,auburn,1953
pyburji01,auburn,1954
regisst01,auburn,2002
regisst01,auburn,2003
regisst01,auburn,2004
rossda01,auburn,1996
rossda01,auburn,1997
sankebe01,auburn,1926
sankebe01,auburn,1927
sankebe01,auburn,1928
sherled01,auburn,1920
sherled01,auburn,1921
sherled01,auburn,1922
sherled01,auburn,1923
smithre02,auburn,1908
smithre02,auburn,1909
speigle01,auburn,2000
speigle01,auburn,2001
speigle01,auburn,2002
speigle01,auburn,2003
sullisc01,auburn,1991
sullisc01,auburn,1992
sullisc01,auburn,1993
tatest01,auburn,1983
tatest01,auburn,1984
thomacl02,auburn,2003
thomacl02,auburn,2004
thomacl02,auburn,2005
thomafr04,auburn,1987
thomafr04,auburn,1988
thomafr04,auburn,1989
vealco01,auburn,1952
watwojo01,auburn,1927
watwojo01,auburn,1928
holmabr02,auburnmont,1987
holmabr02,auburnmont,1988
holmabr02,auburnmont,1989
holmabr02,auburnmont,1990
buchaji01,austincol,1898
buchaji01,austincol,1899
buchaji01,austincol,1900
littlca01,austincol,1922
littlca01,austincol,1923
malloal01,austincol,1908
malloal01,austincol,1909
morehra01,austincol,1919
morehra01,austincol,1920
morehra01,austincol,1921
morehra01,austincol,1922
roberch01,austincol,1917
ellisaj01,austinpeay,2000
ellisaj01,austinpeay,2001
ellisaj01,austinpeay,2002
ellisaj01,austinpeay,2003
kellesh01,austinpeay,2003
kellesh01,austinpeay,2004
kellesh01,austinpeay,2005
kellesh01,austinpeay,2006
kellesh01,austinpeay,2007
reynoma02,austinpeay,2006
reynoma02,austinpeay,2007
sherrge01,austinpeay,1998
sherrge01,austinpeay,1999
stewaji01,austinpeay,1959
stewaji01,austinpeay,1960
stewaji01,austinpeay,1961
tubbsgr01,austinpeay,1981
tubbsgr01,austinpeay,1982
tubbsgr01,austinpeay,1983
tubbsgr01,austinpeay,1984
walkeja01,austinpeay,1990
walkeja01,austinpeay,1991
walkeja01,austinpeay,1992
coreyma01,azcentr,1975
coreyma01,azcentr,1976
hairssc01,azcentr,2000
hairssc01,azcentr,2001
harderi01,azcentr,2000
harderi01,azcentr,2001
jonesdo01,azcentr,1977
